	IntGW-01-10.20.1.250-2516	IntGW-02-10.20.1.250-2516	RR-01-10.20.1.251-2516	RR-01-10.20.1.252-2516	IntGW-01-10.30.2.10-30	IntGW-02-10.30.2.14-10	IntGW-02-10.30.2.18-20	IntGW-01-10.30.2.2-10	IntGW-02-10.30.2.22-30	IntGW-01-10.30.2.6-20	timestamp
94	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629122700
95	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629122800
96	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629122900
97	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629123000
98	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629123100
99	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629123200
100	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629123300
101	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629123400
102	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629123500
103	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629123600
104	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629123700
105	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629123800
106	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629123900
107	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629124000
108	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629124100
109	0	0	7836	7836	7821	0	7821	7821	7821	7821	20200629124200
110	0	0	7836	7836	7821	0	7821	7821	7821	7821	20200629124300
111	0	0	7836	7836	7821	0	7821	7821	7821	7821	20200629124400
112	0	0	7836	7836	7821	0	7821	7821	7821	7821	20200629124500
113	0	0	7836	7836	7821	0	7821	7821	7821	7821	20200629124600
114	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629124700
115	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629124800
116	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629124900
117	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629125000
118	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629125100
119	0	0	7836	7836	7821	7821	0	7821	7821	7821	20200629125200
120	0	0	7836	7836	7821	7821	0	7821	7821	7821	20200629125300
121	0	0	7836	7836	7821	7821	0	7821	7821	7821	20200629125400
122	0	0	7836	7836	7821	7821	0	7821	7821	7821	20200629125500
123	0	0	7836	7836	7821	7821	0	7821	7821	7821	20200629125600
124	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629125700
125	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629125800
126	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629125900
127	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629130000
128	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629130100
129	0	0	7836	7836	7821	7821	7821	7821	0	7821	20200629130200
130	0	0	7836	7836	7821	7821	7821	7821	0	7821	20200629130300
131	0	0	7836	7836	7821	7821	7821	7821	0	7821	20200629130400
132	0	0	7836	7836	7821	7821	7821	7821	0	7821	20200629130500
133	0	0	7836	7836	7821	7821	7821	7821	0	7821	20200629130600
134	0	0	7836	7836	7821	7821	7821	7821	0	7821	20200629130700
135	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629130800
136	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629130900
137	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629131000
138	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629131100
139	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629131200
140	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629131300
141	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629131400
142	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629131500
143	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629131600
144	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629131700
145	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629131800
146	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629131900
147	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629132000
148	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629132100
149	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629132200
150	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629132300
151	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629132400
152	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629132500
153	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629132600
154	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629132700
155	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629132800
156	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629132900
157	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629133000
158	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629133100
159	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629133200
160	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629133300
161	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629133400
162	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629133500
163	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629133600
164	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629133700
165	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629133800
166	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629133900
167	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629134000
168	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629134100
169	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629134200
170	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629134300
171	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629134400
172	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629134500
173	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629134600
174	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629134700
175	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629134800
176	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629134900
177	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629135000
178	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629135100
179	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629135200
180	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629135300
181	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629135400
182	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629135500
183	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629135600
184	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629135700
185	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629135800
186	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629135900
187	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629140000
188	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629140100
189	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629140200
190	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629140300
191	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629140400
192	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629140500
193	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629140600
194	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629140700
195	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629140800
196	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629140900
197	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629141000
198	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629141100
199	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629141200
200	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629141300
201	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629141400
202	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629141500
203	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629141600
204	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629141700
205	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629141800
206	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629141900
207	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629142000
208	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629142100
209	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629142200
210	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629142300
211	0	0	7835	7835	7821	7821	7821	7821	7821	7821	20200629142400
212	0	0	7835	7835	7821	7821	7821	7821	7821	7821	20200629142500
213	0	0	7835	7835	7821	7821	7821	7821	7821	7821	20200629142600
214	0	0	7835	7835	7821	7821	7821	7821	7821	7821	20200629142700
215	0	0	7835	7835	7821	7821	7821	7821	7821	7821	20200629142800
216	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629142900
217	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629143000
218	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629143100
219	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629143200
220	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629143300
221	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629143400
222	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629143500
223	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629143600
224	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629143700
225	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629143800
226	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629143900
227	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629144000
228	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629144100
229	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629144200
230	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629144300
231	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629144400
232	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629144500
233	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629144600
234	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629144700
235	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629144800
236	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629144900
237	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629145000
238	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629145100
239	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629145200
240	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629145300
241	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629145400
242	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629145500
243	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629145600
244	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629145700
245	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629145800
246	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629145900
247	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629150000
248	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629150100
249	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629150200
250	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629150300
251	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629150400
252	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629150500
253	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629150600
254	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629150700
255	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629150800
256	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629150900
257	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629151000
258	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629151100
259	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629151200
260	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629151300
261	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629151400
262	0	0	7835	7835	7821	7821	7821	7821	7821	7821	20200629151500
263	0	0	7835	7835	7821	7821	7821	7821	7821	7821	20200629151600
264	0	0	7835	7835	7821	7821	7821	7821	7821	7821	20200629151700
265	0	0	7835	7835	7821	7821	7821	7821	7821	7821	20200629151800
266	0	0	7835	7835	7821	7821	7821	7821	7821	7821	20200629151900
267	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629152000
268	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629152100
269	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629152200
270	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629152300
271	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629152400
272	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629152500
273	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629152600
274	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629152700
275	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629152800
276	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629152900
277	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629153000
278	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629153100
279	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629153200
280	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629153300
281	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629153400
282	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629153500
283	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629153600
284	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629153700
285	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629153800
286	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629153900
287	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629154000
288	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629154100
289	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629154200
290	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629154300
291	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629154400
292	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629154500
293	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629154600
294	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629154700
295	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629154800
296	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629154900
297	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629155000
298	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629155100
299	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629155200
300	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629155300
301	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629155400
302	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629155500
303	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629155600
304	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629155700
305	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629155800
306	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629155900
307	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629160000
308	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629160100
309	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629160200
310	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629160300
311	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629160400
312	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629160500
313	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629160600
314	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629160700
315	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629160800
316	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629160900
317	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629161000
318	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629161100
319	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629161200
320	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629161300
321	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629161400
322	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629161500
323	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629161600
324	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629161700
325	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629161800
326	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629161900
327	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629162000
328	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629162100
329	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629162200
330	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629162300
331	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629162400
332	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629162500
333	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629162600
334	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629162700
335	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629162800
336	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629162900
337	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629163000
338	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629163100
339	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629163200
340	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629163300
341	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629163400
342	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629163500
343	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629163600
344	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629163700
345	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629163800
346	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629163900
347	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629164000
348	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629164100
349	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629164200
350	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629164300
351	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629164400
352	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629164500
353	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629164600
354	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629164700
355	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629164800
356	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629164900
357	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629165000
358	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629165100
359	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629165200
360	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629165300
361	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629165400
362	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629165500
363	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629165600
364	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629165700
365	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629165800
366	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629165900
367	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629170000
368	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629170100
369	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629170200
370	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629170300
371	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629170400
372	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629170500
373	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629170600
374	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629170700
375	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629170800
376	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629170900
377	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629171000
378	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629171100
379	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629171200
380	0	0	7836	7836	7821	7821	7821	7821	7821	7821	20200629171300
