	IntGW-01_Gi5	IntGW-01_Gi6	IntGW-01_Gi7	IntGW-02_Gi5	IntGW-02_Gi6	IntGW-02_Gi7	timestamp
205	7821	7821	7821	7821	7821	7821	20200629162600
206	7821	7821	7821	7821	7821	7821	20200629162700
207	7821	7821	7821	7821	7821	7821	20200629163000
208	7821	7821	7821	7821	7821	7821	20200629163100
209	7821	7821	7821	7821	7821	7821	20200629163400
210	7821	7821	7821	7821	7821	7821	20200629163500
211	7821	7821	7821	7821	7821	7821	20200629163600
212	7821	7821	7821	7821	7821	7821	20200629163700
213	7821	7821	7821	7821	7821	7821	20200629164000
214	7821	7821	7821	7821	7821	7821	20200629164100
215	7821	7821	7821	7821	7821	7821	20200629164200
216	7821	7821	7821	7821	7821	7821	20200629164500
217	7821	7821	7821	7821	7821	7821	20200629164600
218	7821	7821	7821	7821	7821	7821	20200629164700
219	7821	7821	7821	7821	7821	7821	20200629164800
220	7821	7821	7821	7821	7821	7821	20200629165100
221	7821	7821	7821	7821	7821	7821	20200629165200
222	7821	7821	7821	7821	7821	7821	20200629165500
223	7821	7821	7821	7821	7821	7821	20200629165600
224	7821	7821	7821	7821	7821	7821	20200629165700
225	7821	7821	7821	7821	7821	7821	20200629165800
226	7821	7821	7821	7821	7821	7821	20200629170100
227	7821	7821	7821	7821	7821	7821	20200629170200
228	7821	7821	7821	7821	7821	7821	20200629170300
229	7821	7821	7821	7821	7821	7821	20200629170600
230	7821	7821	7821	7821	7821	7821	20200629170700
231	7821	7821	7821	7821	7821	7821	20200629170800
232	7821	7821	7821	7821	7821	7821	20200629170900
233	7821	7821	7821	7821	7821	7821	20200629171200
234	7821	7821	7821	7821	7821	7821	20200629171300
235	7821	7821	7821	7821	7821	7821	20200629171600
236	7821	7821	7821	7821	7821	7821	20200629171700
237	7821	7821	7821	7821	7821	7821	20200629171800
238	7821	7821	7821	7821	7821	7821	20200629171900
239	7821	7821	7821	7821	7821	7821	20200629172200
240	7821	7821	7821	7821	7821	7821	20200629172300
241	7821	7821	7821	7821	7821	7821	20200629172400
242	7821	7821	7821	7821	7821	7821	20200629172700
243	7821	7821	7821	7821	7821	7821	20200629172800
244	7821	7821	7821	7821	7821	7821	20200629172900
245	7821	7821	7821	7821	7821	7821	20200629173000
246	7821	7821	7821	7821	7821	7821	20200629173300
247	7821	7821	7821	7821	7821	7821	20200629173400
248	7821	7821	7821	7821	7821	7821	20200629173700
249	7821	7821	7821	7821	7821	7821	20200629173800
250	7821	7821	7821	7821	7821	7821	20200629173900
251	7821	7821	7821	7821	7821	7821	20200629174000
252	7821	7821	7821	7821	7821	7821	20200629174300
253	7821	7821	7821	7821	7821	7821	20200629174400
254	7821	7821	7821	7821	7821	7821	20200629174500
255	7821	7821	7821	7821	7821	7821	20200629174800
256	7821	7821	7821	7821	7821	7821	20200629174900
257	7821	7821	7821	7821	7821	7821	20200629175000
258	7821	7821	7821	7821	7821	7821	20200629175100
259	7821	7821	7821	7821	7821	7821	20200629175400
260	7821	7821	7821	7821	7821	7821	20200629175500
261	7821	7821	7821	7821	7821	7821	20200629175800
262	7821	7821	7821	7821	7821	7821	20200629175900
263	7821	7821	7821	7821	7821	7821	20200629180000
264	7821	7821	7821	7821	7821	7821	20200629180100
265	7821	7821	7821	7821	7821	7821	20200629180400
266	7821	7821	7821	7821	7821	7821	20200629180500
267	7821	7821	7821	7821	7821	7821	20200629180600
268	7821	7821	7821	7821	7821	7821	20200629180900
269	7821	7821	7821	7821	7821	7821	20200629181000
270	7821	7821	7821	7821	7821	7821	20200629181100
271	7821	7821	7821	7821	7821	7821	20200629181200
272	7821	7821	7821	7821	7821	7821	20200629181500
273	7821	7821	7821	7821	7821	7821	20200629181600
274	7821	7821	7821	7821	7821	7821	20200629181900
275	7821	7821	7821	7821	7821	7821	20200629182000
276	7821	7821	7821	7821	7821	7821	20200629182100
277	7821	7821	7821	7821	7821	7821	20200629182200
278	7821	7821	7821	7821	7821	7821	20200629182500
279	7821	7821	7821	7821	7821	7821	20200629182600
280	7821	7821	7821	7821	7821	7821	20200629182700
281	7821	7821	7821	7821	7821	7821	20200629183000
282	7821	7821	7821	7821	7821	7821	20200629183100
283	7821	7821	7821	7821	7821	7821	20200629183200
284	7821	7821	7821	7821	7821	7821	20200629183300
285	7821	7821	7821	7821	7821	7821	20200629183600
286	7821	7821	7821	7821	7821	7821	20200629183700
287	7821	7821	7821	7821	7821	7821	20200629184000
288	7821	7821	7821	7821	7821	7821	20200629184100
289	7821	7821	7821	7821	7821	7821	20200629184200
290	7821	7821	7821	7821	7821	7821	20200629184300
291	7821	7821	7821	7821	7821	7821	20200629184600
292	7821	7821	7821	7821	7821	7821	20200629184700
293	7821	7821	7821	7821	7821	7821	20200629184800
294	7821	7821	7821	7821	7821	7821	20200629185100
295	7821	7821	7821	7821	7821	7821	20200629185200
296	7821	7821	7821	7821	7821	7821	20200629185300
297	7821	7821	7821	7821	7821	7821	20200629185400
298	7821	7821	7821	7821	7821	7821	20200629185700
299	7821	7821	7821	7821	7821	7821	20200629185800
300	7821	7821	7821	7821	7821	7821	20200629190100
301	7821	7821	7821	7821	7821	7821	20200629190200
302	7821	7821	7821	7821	7821	7821	20200629190300
303	7821	7821	7821	7821	7821	7821	20200629190400
304	7821	7821	7821	7821	7821	7821	20200629190700
305	7821	7821	7821	7821	7821	7821	20200629190800
306	7821	7821	7821	7821	7821	7821	20200629190900
307	7821	7821	7821	7821	7821	7821	20200629191200
308	7821	7821	7821	7821	7821	7821	20200629191300
309	7821	7821	7821	7821	7821	7821	20200629191400
310	7821	7821	7821	7821	7821	7821	20200629191500
311	7821	7821	7821	7821	7821	7821	20200629191800
312	7821	7821	7821	7821	7821	7821	20200629191900
313	7821	7821	7821	7821	7821	7821	20200629192200
314	7821	7821	7821	7821	7821	7821	20200629192300
315	7821	7821	7821	7821	7821	7821	20200629192400
316	7821	7821	7821	7821	7821	7821	20200629192500
317	7821	7821	7821	7821	7821	7821	20200629192800
318	7821	7821	7821	7821	7821	7821	20200629192900
319	7821	7821	7821	7821	7821	7821	20200629193000
320	7821	7821	7821	7821	7821	7821	20200629193300
321	7821	7821	7821	7821	7821	7821	20200629193400
322	7821	7821	7821	7821	7821	7821	20200629193500
323	7821	7821	7821	7821	7821	7821	20200629193600
324	7821	7821	7821	7821	7821	7821	20200629193900
325	7821	7821	7821	7821	7821	7821	20200629194000
326	7821	7821	7821	7821	7821	7821	20200629194300
327	7821	7821	7821	7821	7821	7821	20200629194400
328	7821	7821	7821	7821	7821	7821	20200629194500
329	7821	7821	7821	7821	7821	7821	20200629194600
330	7821	7821	7821	7821	7821	7821	20200629194700
331	7821	7821	7821	7821	7821	7821	20200629195000
332	7821	7821	7821	7821	7821	7821	20200629195100
333	7821	7821	7821	7821	7821	7821	20200629195400
334	7821	7821	7821	7821	7821	7821	20200629195500
335	7821	7821	7821	7821	7821	7821	20200629195600
336	7821	7821	7821	7821	7821	7821	20200629195700
337	7821	7821	7821	7821	7821	7821	20200629200000
338	7821	7821	7821	7821	7821	7821	20200629200100
339	7821	7821	7821	7821	7821	7821	20200629200400
340	7821	7821	7821	7821	7821	7821	20200629200500
341	7821	7821	7821	7821	7821	7821	20200629200600
342	7821	7821	7821	7821	7821	7821	20200629200700
343	7821	7821	7821	7821	7821	7821	20200629200800
344	7821	7821	7821	7821	7821	7821	20200629201100
345	7821	7821	7821	7821	7821	7821	20200629201200
346	7821	7821	7821	7821	7821	7821	20200629201500
347	7821	7821	7821	7821	7821	7821	20200629201600
348	7821	7821	7821	7821	7821	7821	20200629201700
349	7821	7821	7821	7821	7821	7821	20200629201800
350	7821	7821	7821	7821	7821	7821	20200629202100
351	7821	7821	7821	7821	7821	7821	20200629202200
352	7821	7821	7821	7821	7821	7821	20200629202500
353	7821	7821	7821	7821	7821	7821	20200629202600
354	7821	7821	7821	7821	7821	7821	20200629202700
355	7821	7821	7821	7821	7821	7821	20200629202800
356	7821	7821	7821	7821	7821	7821	20200629202900
357	7821	7821	7821	7821	132	7821	20200629203200
358	7821	7821	7821	7821	132	7821	20200629203300
359	7821	7821	7821	7821	7821	7821	20200629203600
360	7821	7821	7821	7821	7821	7821	20200629203700
361	7821	7821	7821	7821	7821	7821	20200629203800
362	7821	7821	7821	7821	7821	7821	20200629203900
363	7821	7821	7821	7821	7821	7821	20200629204200
364	7821	7821	7821	7821	7821	7821	20200629204300
365	7821	7821	7821	7821	7821	7821	20200629204600
366	7821	7821	7821	7821	7821	7821	20200629204700
367	7821	7821	7821	7821	7821	7821	20200629204800
368	7821	7821	7821	7821	7821	7821	20200629204900
369	7821	7821	7821	7821	7821	7821	20200629205000
370	7821	7821	7821	7821	7821	7821	20200629205300
371	7821	7821	7821	7821	7821	7821	20200629205400
372	7821	7821	7821	7821	7821	7821	20200629205700
373	7821	7821	7821	7821	7821	7821	20200629205800
374	7821	7821	7821	7821	7821	7821	20200629205900
375	7821	7821	7821	7821	7821	7821	20200629210000
376	7821	7821	7821	7821	7821	7821	20200629210300
377	7821	7821	7821	7821	7821	7821	20200629210400
378	7821	7821	7821	7821	7821	7821	20200629210700
379	7821	7821	7821	7821	7821	7821	20200629210800
380	7821	7821	7821	7821	7821	7821	20200629210900
381	7821	7821	7821	7821	7821	7821	20200629211000
382	7821	7821	7821	7821	7821	7821	20200629211100
383	7821	7821	7821	7821	7821	7821	20200629211400
384	7821	7821	7821	7821	7821	7821	20200629211500
385	7821	7821	7821	7821	7821	7821	20200629211800
386	7821	7821	7821	7821	7821	7821	20200629211900
387	7821	7821	7821	7821	7821	7821	20200629212000
388	7821	7821	7821	7821	7821	7821	20200629212100
389	7821	7821	7821	7821	7821	7821	20200629212400
390	7821	7821	7821	7821	7821	7821	20200629212500
391	7821	7821	7821	7821	7821	7821	20200629212800
392	7821	7821	7821	7821	7821	7821	20200629212900
393	7821	7821	7821	7821	7821	7821	20200629213000
394	7821	7821	7821	7821	7821	7821	20200629213100
395	7821	7821	7821	7821	7821	7821	20200629213200
396	7821	7821	7821	7821	7821	7821	20200629213500
397	7821	7821	7821	7821	7821	7821	20200629213600
398	7821	7821	7821	7821	7821	7821	20200629213900
399	7821	7821	7821	7821	7821	7821	20200629214000
400	7821	7821	7821	7821	7821	7821	20200629214100
401	7821	7821	7821	7821	7821	7821	20200629214200
402	7821	7821	7821	7821	7821	7821	20200629214500
403	7821	7821	7821	7821	7821	7821	20200629214600
404	7821	7821	7821	7821	7821	7821	20200629214900
405	7821	7821	7821	7821	7821	7821	20200629215000
406	7821	7821	7821	7821	7821	7821	20200629215100
407	7821	7821	7821	7821	7821	7821	20200629215200
408	7821	7821	7821	7821	7821	7821	20200629215300
409	7821	7821	7821	7821	7821	7821	20200629215600
410	7821	7821	7821	7821	7821	7821	20200629215700
411	7821	7821	7821	7821	7821	7821	20200629220000
412	7821	7821	7821	7821	7821	7821	20200629220100
413	7821	7821	7821	7821	7821	7821	20200629220200
414	7821	7821	7821	7821	7821	7821	20200629220300
415	7821	7821	7821	7821	7821	7821	20200629220600
416	7821	7821	7821	7821	7821	7821	20200629220700
417	7821	7821	7821	7821	7821	7821	20200629221000
418	7821	7821	7821	7821	7821	7821	20200629221100
419	7821	7821	7821	7821	7821	7821	20200629221200
420	7821	7821	7821	7821	7821	7821	20200629221300
421	7821	7821	7821	7821	7821	7821	20200629221400
422	7821	7821	7821	7821	7821	7821	20200629221700
423	7821	7821	7821	7821	7821	7821	20200629221800
424	7821	7821	7821	7821	7821	7821	20200629222100
425	7821	7821	7821	7821	7821	7821	20200629222200
426	7821	7821	7821	7821	7821	7821	20200629222300
427	7821	7821	7821	7821	7821	7821	20200629222400
428	7821	7821	7821	7821	7821	7821	20200629222700
429	7821	7821	7821	7821	7821	7821	20200629222800
430	7821	7821	7821	7821	7821	7821	20200629223100
431	7821	7821	7821	7821	7821	7821	20200629223200
432	7821	7821	7821	7821	7821	7821	20200629223300
433	7821	7821	7821	7821	7821	7821	20200629223400
434	7821	7821	7821	7821	7821	7821	20200629223500
435	7821	7821	7821	7821	7821	7821	20200629223800
436	7821	7821	7821	7821	7821	7821	20200629223900
437	7821	7821	7821	7821	7821	7821	20200629224200
438	7821	7821	7821	7821	7821	7821	20200629224300
439	7821	7821	7821	7821	7821	7821	20200629224400
440	7821	7821	7821	7821	7821	7821	20200629224500
441	7821	7821	7821	7821	7821	7821	20200629224800
442	7821	7821	7821	7821	7821	7821	20200629224900
443	7821	7821	7821	7821	7821	7821	20200629225200
444	7821	7821	7821	7821	7821	7821	20200629225300
445	7821	7821	7821	7821	7821	7821	20200629225400
446	7821	7821	7821	7821	7821	7821	20200629225500
447	7821	7821	7821	7821	7821	7821	20200629225600
448	7821	7821	7821	7821	7821	7821	20200629225900
449	7821	7821	7821	7821	7821	7821	20200629230000
450	7821	7821	7821	7821	7821	7821	20200629230300
451	7821	7821	7821	7821	7821	7821	20200629230400
452	7821	7821	7821	7821	7821	7821	20200629230500
453	7821	7821	7821	7821	7821	7821	20200629230600
454	7821	7821	7821	7821	7821	7821	20200629230900
455	7821	7821	7821	7821	7821	7821	20200629231000
456	7821	7821	7821	7821	7821	7821	20200629231300
457	7821	7821	7821	7821	7821	7821	20200629231400
458	7821	7821	7821	7821	7821	7821	20200629231500
459	7821	7821	7821	7821	7821	7821	20200629231600
460	7821	7821	7821	7821	7821	7821	20200629231700
461	7821	7821	7821	7821	7821	7821	20200629232000
462	41	7821	7821	7821	7821	7821	20200629232100
463	7821	7821	7821	7821	7821	7821	20200629232400
464	7821	7821	7821	7821	7821	7821	20200629232500
465	7821	7821	7821	7821	7821	7821	20200629232600
466	7821	7821	7821	7821	7821	7821	20200629232700
467	7821	0	7821	7821	7821	7821	20200629233000
468	7821	0	7821	7821	7821	7821	20200629233100
469	7821	0	7821	7821	7821	7821	20200629233400
470	7821	7821	7821	7821	7821	7821	20200629233500
471	7821	7821	7821	7821	7821	7821	20200629233600
472	7821	7821	7821	7821	7821	7821	20200629233700
473	7821	7821	7821	7821	7821	7821	20200629233800
474	7821	7821	28	7821	7821	7821	20200629234100
475	7821	7821	0	7821	7821	7821	20200629234200
476	7821	7821	7821	7821	7821	7821	20200629234500
477	7821	7821	7821	7821	7821	7821	20200629234600
478	7821	7821	7821	7821	7821	7821	20200629234700
479	7821	7821	7821	7821	7821	7821	20200629234800
480	7821	7821	7821	7821	7821	7821	20200629235100
481	7821	7821	7821	7821	7821	7821	20200629235200
482	7821	7821	7821	7821	7821	7821	20200629235500
483	7821	7821	7821	7821	7821	7821	20200629235600
484	7821	7821	7821	7821	7821	7821	20200629235700
485	7821	7821	7821	7821	7821	7821	20200629235800
486	7821	7821	7821	7821	7821	7821	20200629235900
487	7821	7821	7821	7821	7821	7821	20200630000200
488	7821	7821	7821	7821	7821	7821	20200630000300
489	7821	7821	7821	7821	7821	7821	20200630000600
490	7821	7821	7821	7821	7821	7821	20200630001100
491	7821	7821	7821	7821	7821	7821	20200630001200
492	7821	7821	7821	7821	7821	7821	20200630001300
493	7821	7821	7821	7821	7821	7821	20200630001400
494	7821	7821	7821	7821	7821	7821	20200630001500
495	7821	7821	7821	7821	7821	7821	20200630001600
496	7821	7821	7821	7821	7821	7821	20200630001700
497	7821	7821	7821	7821	7821	7821	20200630001800
498	7821	7821	7821	7821	7821	7821	20200630001900
499	7821	7821	7821	7821	7821	7821	20200630002200
500	7821	7821	7821	7821	7821	7821	20200630002300
501	7821	7821	7821	7821	7821	7821	20200630002400
502	7821	7821	7821	7821	7821	7821	20200630002700
503	7821	7821	7821	7821	7821	7821	20200630002800
504	7821	7821	7821	7821	7821	7821	20200630002900
505	7821	7821	7821	7821	7821	7821	20200630003000
506	7821	7821	7821	7821	7821	7821	20200630003300
507	7821	7821	7821	7821	7821	0	20200630003400
508	7821	7821	7821	7821	7821	7821	20200630003700
509	7821	7821	7821	7821	7821	7821	20200630003800
510	7821	7821	7821	7821	7821	7821	20200630003900
511	7821	7821	7821	7821	7821	7821	20200630004000
512	7821	7821	7821	7821	7821	7821	20200630004300
513	7821	7821	7821	7821	7821	7821	20200630004400
514	7821	7821	7821	7821	7821	7821	20200630004500
515	7821	7821	7821	7821	7821	7821	20200630004800
516	7821	7821	7821	7821	7821	7821	20200630004900
517	7821	7821	7821	7821	7821	7821	20200630005000
518	7821	7821	7821	7821	7821	7821	20200630005100
519	7821	7821	7821	7821	7821	7821	20200630005400
520	7821	7821	7821	7821	7821	7821	20200630005500
521	7821	7821	7821	7821	7821	7821	20200630005800
522	7821	7821	7821	7821	7821	7821	20200630005900
523	7821	7821	7821	7821	7821	7821	20200630010000
524	7821	7821	7821	7821	7821	7821	20200630010100
525	7821	7821	7821	7821	7821	7821	20200630010400
526	7821	7821	7821	7821	7821	7821	20200630010500
527	7821	7821	7821	7821	7821	7821	20200630010600
528	7821	7821	7821	7821	7821	7821	20200630010900
529	7821	7821	7821	7821	7821	7821	20200630011000
530	7821	7821	7821	7821	7821	7821	20200630011100
531	7821	7821	7821	7821	7821	7821	20200630011200
532	7821	7821	7821	7821	7821	7821	20200630011500
