	IntGW-01_Gi2	IntGW-01_Gi3	IntGW-01_Gi5	IntGW-01_Gi6	IntGW-01_Gi7	IntGW-02_Gi2	IntGW-02_Gi3	IntGW-02_Gi5	IntGW-02_Gi6	IntGW-02_Gi7	RR-01_Gi2	RR-01_Gi3	TR-01_Gi2	TR-01_Gi3	TR-01_Gi4	TR-01_Gi5	TR-01_Gi6	TR-02_Gi2	TR-02_Gi3	TR-02_Gi4	TR-02_Gi5	TR-02_Gi6	timestamp
10	63.33439502970736	63.33439502970736	63.33439502970736	63.33439502970736	63.33439502970736	64.9107140139869	64.9107140139869	64.9107140139869	64.9107140139869	64.9107140139869	42.291587468897966	42.291587468897966	58.21871448605872	58.21871448605872	58.21871448605872	58.21871448605872	58.21871448605872	52.77095607638853	52.77095607638853	52.77095607638853	52.77095607638853	52.77095607638853	20200629110700
11	62.6528525682044	62.6528525682044	62.6528525682044	62.6528525682044	62.6528525682044	64.2536087538448	64.2536087538448	64.2536087538448	64.2536087538448	64.2536087538448	41.896794326489896	41.896794326489896	57.751312309848146	57.751312309848146	57.751312309848146	57.751312309848146	57.751312309848146	52.2665508055609	52.2665508055609	52.2665508055609	52.2665508055609	52.2665508055609	20200629110800
12	66.00544964220556	66.00544964220556	66.00544964220556	66.00544964220556	66.00544964220556	0.0	0.0	0.0	0.0	0.0	42.72707718591009	42.72707718591009	52.71842163623763	52.71842163623763	52.71842163623763	52.71842163623763	52.71842163623763	47.84581607549335	47.84581607549335	47.84581607549335	47.84581607549335	47.84581607549335	20200629111100
13	65.86029019854405	65.86029019854405	65.86029019854405	65.86029019854405	65.86029019854405	0.0	0.0	0.0	0.0	0.0	42.039103573502935	42.039103573502935	52.63740696176887	52.63740696176887	52.63740696176887	52.63740696176887	52.63740696176887	47.69236524719668	47.69236524719668	47.69236524719668	47.69236524719668	47.69236524719668	20200629111200
14	63.5677652175856	63.5677652175856	63.5677652175856	63.5677652175856	63.5677652175856	64.95699727821987	64.95699727821987	64.95699727821987	64.95699727821987	64.95699727821987	42.27175279109615	42.27175279109615	57.852780632820654	57.852780632820654	57.852780632820654	57.852780632820654	57.852780632820654	48.72873198484326	48.72873198484326	48.72873198484326	48.72873198484326	48.72873198484326	20200629111500
15	64.2812340839221	64.2812340839221	64.2812340839221	64.2812340839221	64.2812340839221	64.42343995020184	64.42343995020184	64.42343995020184	64.42343995020184	64.42343995020184	41.99673833279081	41.99673833279081	58.22493719059663	58.22493719059663	58.22493719059663	58.22493719059663	58.22493719059663	52.929859934415646	52.929859934415646	52.929859934415646	52.929859934415646	52.929859934415646	20200629111600
16	63.154459384746	63.154459384746	63.154459384746	63.154459384746	63.154459384746	63.80021050319944	63.80021050319944	63.80021050319944	63.80021050319944	63.80021050319944	41.911330655752	41.911330655752	57.91345998465296	57.91345998465296	57.91345998465296	57.91345998465296	57.91345998465296	52.52664581587688	52.52664581587688	52.52664581587688	52.52664581587688	52.52664581587688	20200629111700
17	63.135786272435034	63.135786272435034	63.135786272435034	63.135786272435034	63.135786272435034	64.0220923738012	64.0220923738012	64.0220923738012	64.0220923738012	64.0220923738012	41.864439839647325	41.864439839647325	57.85956027932573	57.85956027932573	57.85956027932573	57.85956027932573	57.85956027932573	53.02440680614511	53.02440680614511	53.02440680614511	53.02440680614511	53.02440680614511	20200629111800
18	63.04844105972355	63.04844105972355	63.04844105972355	63.04844105972355	63.04844105972355	63.54403287464576	63.54403287464576	63.54403287464576	63.54403287464576	63.54403287464576	42.129468905486725	42.129468905486725	57.85956027932573	57.85956027932573	57.85956027932573	57.85956027932573	57.85956027932573	53.02440680614511	53.02440680614511	53.02440680614511	53.02440680614511	53.02440680614511	20200629111900
19	63.176198492537786	63.176198492537786	63.176198492537786	63.176198492537786	63.176198492537786	63.713283612185705	63.713283612185705	63.713283612185705	63.713283612185705	63.713283612185705	0.0	0.0	57.93441426279579	57.93441426279579	57.93441426279579	57.93441426279579	57.93441426279579	52.62185137387539	52.62185137387539	52.62185137387539	52.62185137387539	52.62185137387539	20200629112200
20	62.84919743239233	62.84919743239233	62.84919743239233	62.84919743239233	62.84919743239233	63.70014561558792	63.70014561558792	63.70014561558792	63.70014561558792	63.70014561558792	0.0	0.0	57.68093861386615	57.68093861386615	57.68093861386615	57.68093861386615	57.68093861386615	52.700388953397805	52.700388953397805	52.700388953397805	52.700388953397805	52.700388953397805	20200629112300
21	62.68109522379361	62.68109522379361	62.68109522379361	62.68109522379361	62.68109522379361	63.57440262622736	63.57440262622736	63.57440262622736	63.57440262622736	63.57440262622736	41.869110206162546	41.869110206162546	57.90709426846159	57.90709426846159	57.90709426846159	57.90709426846159	57.90709426846159	52.57633428091504	52.57633428091504	52.57633428091504	52.57633428091504	52.57633428091504	20200629112600
22	62.85340846267377	62.85340846267377	62.85340846267377	62.85340846267377	62.85340846267377	63.5356481203532	63.5356481203532	63.5356481203532	63.5356481203532	63.5356481203532	41.57501913931839	41.57501913931839	57.57437111148354	57.57437111148354	57.57437111148354	57.57437111148354	57.57437111148354	52.278693768642604	52.278693768642604	52.278693768642604	52.278693768642604	52.278693768642604	20200629112700
23	63.52536236547143	63.52536236547143	63.52536236547143	63.52536236547143	63.52536236547143	64.01299308301246	64.01299308301246	64.01299308301246	64.01299308301246	64.01299308301246	41.92790614070611	41.92790614070611	57.86967959877778	57.86967959877778	57.86967959877778	57.86967959877778	57.86967959877778	52.72246646917817	52.72246646917817	52.72246646917817	52.72246646917817	52.72246646917817	20200629112800
24	63.81371764726968	63.81371764726968	63.81371764726968	63.81371764726968	63.81371764726968	64.18017595795617	64.18017595795617	64.18017595795617	64.18017595795617	64.18017595795617	42.259306100528114	42.259306100528114	58.19607831640523	58.19607831640523	58.19607831640523	58.19607831640523	58.19607831640523	52.46600291294379	52.46600291294379	52.46600291294379	52.46600291294379	52.46600291294379	20200629112900
25	52.64817797026473	52.64817797026473	52.64817797026473	52.64817797026473	52.64817797026473	51.89088970735568	51.89088970735568	51.89088970735568	51.89088970735568	51.89088970735568	41.75487757303458	41.75487757303458	0.0	0.0	0.0	0.0	0.0	58.42544627202276	58.42544627202276	58.42544627202276	58.42544627202276	58.42544627202276	20200629113200
26	53.049868280814046	53.049868280814046	53.049868280814046	53.049868280814046	53.049868280814046	52.13017001274634	52.13017001274634	52.13017001274634	52.13017001274634	52.13017001274634	42.184887377596105	42.184887377596105	0.0	0.0	0.0	0.0	0.0	59.35398186375081	59.35398186375081	59.35398186375081	59.35398186375081	59.35398186375081	20200629113300
27	63.32435963121178	63.32435963121178	63.32435963121178	63.32435963121178	63.32435963121178	63.78822843072767	63.78822843072767	63.78822843072767	63.78822843072767	63.78822843072767	42.057437822775384	42.057437822775384	57.469583161646156	57.469583161646156	57.469583161646156	57.469583161646156	57.469583161646156	52.86850615023164	52.86850615023164	52.86850615023164	52.86850615023164	52.86850615023164	20200629113600
28	63.420489421189785	63.420489421189785	63.420489421189785	63.420489421189785	63.420489421189785	63.898334948506616	63.898334948506616	63.898334948506616	63.898334948506616	63.898334948506616	42.05040640388132	42.05040640388132	57.43287720498495	57.43287720498495	57.43287720498495	57.43287720498495	57.43287720498495	52.68350818130546	52.68350818130546	52.68350818130546	52.68350818130546	52.68350818130546	20200629113700
29	63.00146390386517	63.00146390386517	63.00146390386517	63.00146390386517	63.00146390386517	63.405613232525646	63.405613232525646	63.405613232525646	63.405613232525646	63.405613232525646	41.844038224093524	41.844038224093524	56.98922182905019	56.98922182905019	56.98922182905019	56.98922182905019	56.98922182905019	52.485248382844375	52.485248382844375	52.485248382844375	52.485248382844375	52.485248382844375	20200629113800
30	63.79966702347576	63.79966702347576	63.79966702347576	63.79966702347576	63.79966702347576	64.3803856218821	64.3803856218821	64.3803856218821	64.3803856218821	64.3803856218821	42.17938826985864	42.17938826985864	57.44936292579499	57.44936292579499	57.44936292579499	57.44936292579499	57.44936292579499	52.73259100060972	52.73259100060972	52.73259100060972	52.73259100060972	52.73259100060972	20200629113900
31	54.352841936142454	54.352841936142454	54.352841936142454	54.352841936142454	54.352841936142454	54.352841936142454	54.352841936142454	54.352841936142454	54.352841936142454	54.352841936142454	42.46263754015784	42.46263754015784	62.79293102086657	62.79293102086657	62.79293102086657	62.79293102086657	62.79293102086657	0.0	0.0	0.0	0.0	0.0	20200629114200
32	54.72739297224408	54.72739297224408	54.72739297224408	54.72739297224408	54.72739297224408	54.40225498368174	54.40225498368174	54.40225498368174	54.40225498368174	54.40225498368174	42.36798097112414	42.36798097112414	62.86834799355513	62.86834799355513	62.86834799355513	62.86834799355513	62.86834799355513	0.0	0.0	0.0	0.0	0.0	20200629114300
33	55.01420367473304	55.01420367473304	55.01420367473304	55.01420367473304	55.01420367473304	54.876218668936424	54.876218668936424	54.876218668936424	54.876218668936424	54.876218668936424	42.92588089418632	42.92588089418632	62.887711732764686	62.887711732764686	62.887711732764686	62.887711732764686	62.887711732764686	0.0	0.0	0.0	0.0	0.0	20200629114400
34	63.77316345302906	63.77316345302906	63.77316345302906	63.77316345302906	63.77316345302906	64.42425292313968	64.42425292313968	64.42425292313968	64.42425292313968	64.42425292313968	42.35442017500277	42.35442017500277	57.7201316696135	57.7201316696135	57.7201316696135	57.7201316696135	57.7201316696135	53.57416194703811	53.57416194703811	53.57416194703811	53.57416194703811	53.57416194703811	20200629114700
35	63.16979224686838	63.16979224686838	63.16979224686838	63.16979224686838	63.16979224686838	63.80506096080097	63.80506096080097	63.80506096080097	63.80506096080097	63.80506096080097	41.91112678716245	41.91112678716245	56.87108218781098	56.87108218781098	56.87108218781098	56.87108218781098	56.87108218781098	53.02625323943448	53.02625323943448	53.02625323943448	53.02625323943448	53.02625323943448	20200629114800
36	62.81604972531426	62.81604972531426	62.81604972531426	62.81604972531426	62.81604972531426	63.37964536871329	63.37964536871329	63.37964536871329	63.37964536871329	63.37964536871329	41.15905831058327	41.15905831058327	57.03090620924758	57.03090620924758	57.03090620924758	57.03090620924758	57.03090620924758	52.91168510969866	52.91168510969866	52.91168510969866	52.91168510969866	52.91168510969866	20200629114900
37	63.08514414102933	63.08514414102933	63.08514414102933	63.08514414102933	63.08514414102933	64.04028145852416	64.04028145852416	64.04028145852416	64.04028145852416	64.04028145852416	42.34023187684332	42.34023187684332	57.96594325515791	57.96594325515791	57.96594325515791	57.96594325515791	57.96594325515791	53.36620301564332	53.36620301564332	53.36620301564332	53.36620301564332	53.36620301564332	20200629115000
38	60.62507036949497	60.62507036949497	60.62507036949497	60.62507036949497	60.62507036949497	63.37604738892673	63.37604738892673	63.37604738892673	63.37604738892673	63.37604738892673	41.85296664201724	41.85296664201724	55.36755555374366	55.36755555374366	55.36755555374366	55.36755555374366	55.36755555374366	51.473100134668606	51.473100134668606	51.473100134668606	51.473100134668606	51.473100134668606	20200629115300
39	60.995272141267115	60.995272141267115	60.995272141267115	60.995272141267115	60.995272141267115	63.387407028469035	63.387407028469035	63.387407028469035	63.387407028469035	63.387407028469035	42.21659652849385	42.21659652849385	55.502530361942846	55.502530361942846	55.502530361942846	55.502530361942846	55.502530361942846	51.322545532912315	51.322545532912315	51.322545532912315	51.322545532912315	51.322545532912315	20200629115400
40	63.218083160743554	63.218083160743554	63.218083160743554	63.218083160743554	63.218083160743554	63.672080463716355	63.672080463716355	63.672080463716355	63.672080463716355	63.672080463716355	41.90936571112147	41.90936571112147	56.88711159635231	56.88711159635231	56.88711159635231	56.88711159635231	56.88711159635231	52.934419481479104	52.934419481479104	52.934419481479104	52.934419481479104	52.934419481479104	20200629115700
41	63.97381754288095	63.97381754288095	63.97381754288095	63.97381754288095	63.97381754288095	64.41642733725112	64.41642733725112	64.41642733725112	64.41642733725112	64.41642733725112	42.1147394907315	42.1147394907315	57.380601832404544	57.380601832404544	57.380601832404544	57.380601832404544	57.380601832404544	53.522380606007964	53.522380606007964	53.522380606007964	53.522380606007964	53.522380606007964	20200629115800
42	63.282427412836846	63.282427412836846	63.282427412836846	63.282427412836846	63.282427412836846	63.877742663151686	63.877742663151686	63.877742663151686	63.877742663151686	63.877742663151686	42.16746972334876	42.16746972334876	57.13361185538932	57.13361185538932	57.13361185538932	57.13361185538932	57.13361185538932	53.03301380252146	53.03301380252146	53.03301380252146	53.03301380252146	53.03301380252146	20200629115900
43	62.76651897436205	62.76651897436205	62.76651897436205	62.76651897436205	62.76651897436205	63.583834794118566	63.583834794118566	63.583834794118566	63.583834794118566	63.583834794118566	41.845735975798775	41.845735975798775	57.299676935072355	57.299676935072355	57.299676935072355	57.299676935072355	57.299676935072355	52.90034943587278	52.90034943587278	52.90034943587278	52.90034943587278	52.90034943587278	20200629120000
44	60.46109752381282	60.46109752381282	60.46109752381282	60.46109752381282	60.46109752381282	63.48227718504129	63.48227718504129	63.48227718504129	63.48227718504129	63.48227718504129	42.158999493308585	42.158999493308585	55.8439015725836	55.8439015725836	55.8439015725836	55.8439015725836	55.8439015725836	52.17264739114594	52.17264739114594	52.17264739114594	52.17264739114594	52.17264739114594	20200629120300
45	61.12276263628869	61.12276263628869	61.12276263628869	61.12276263628869	61.12276263628869	63.42368784040122	63.42368784040122	63.42368784040122	63.42368784040122	63.42368784040122	42.811406883051966	42.811406883051966	55.87364651728787	55.87364651728787	55.87364651728787	55.87364651728787	55.87364651728787	51.91906181983858	51.91906181983858	51.91906181983858	51.91906181983858	51.91906181983858	20200629120400
46	62.985669338933576	62.985669338933576	62.985669338933576	62.985669338933576	62.985669338933576	63.04385087566786	63.04385087566786	63.04385087566786	63.04385087566786	63.04385087566786	41.78265502333321	41.78265502333321	57.22569720223775	57.22569720223775	57.22569720223775	57.22569720223775	57.22569720223775	52.99506831684355	52.99506831684355	52.99506831684355	52.99506831684355	52.99506831684355	20200629120700
47	63.18131161796471	63.18131161796471	63.18131161796471	63.18131161796471	63.18131161796471	64.03759674831528	64.03759674831528	64.03759674831528	64.03759674831528	64.03759674831528	42.049865401166905	42.049865401166905	57.5131217551075	57.5131217551075	57.5131217551075	57.5131217551075	57.5131217551075	53.39877612878889	53.39877612878889	53.39877612878889	53.39877612878889	53.39877612878889	20200629120800
48	63.23411235752194	63.23411235752194	63.23411235752194	63.23411235752194	63.23411235752194	63.6957966613886	63.6957966613886	63.6957966613886	63.6957966613886	63.6957966613886	42.07982074071232	42.07982074071232	57.36531458494657	57.36531458494657	57.36531458494657	57.36531458494657	57.36531458494657	53.064579718296706	53.064579718296706	53.064579718296706	53.064579718296706	53.064579718296706	20200629120900
49	63.2153440962953	63.2153440962953	63.2153440962953	63.2153440962953	63.2153440962953	64.16235906154539	64.16235906154539	64.16235906154539	64.16235906154539	64.16235906154539	42.06254965124037	42.06254965124037	57.66315458763884	57.66315458763884	57.66315458763884	57.66315458763884	57.66315458763884	53.18368999537186	53.18368999537186	53.18368999537186	53.18368999537186	53.18368999537186	20200629121000
50	60.824809956665746	60.824809956665746	60.824809956665746	60.824809956665746	60.824809956665746	63.224807569103355	63.224807569103355	63.224807569103355	63.224807569103355	63.224807569103355	42.42068318771413	42.42068318771413	55.514970679407405	55.514970679407405	55.514970679407405	55.514970679407405	55.514970679407405	51.66005223455943	51.66005223455943	51.66005223455943	51.66005223455943	51.66005223455943	20200629121300
51	59.66818945449622	59.66818945449622	59.66818945449622	59.66818945449622	59.66818945449622	63.24410822110483	63.24410822110483	63.24410822110483	63.24410822110483	63.24410822110483	42.27261729814693	42.27261729814693	55.604076410532635	55.604076410532635	55.604076410532635	55.604076410532635	55.604076410532635	51.64010578243673	51.64010578243673	51.64010578243673	51.64010578243673	51.64010578243673	20200629121400
52	63.808890773884535	63.808890773884535	63.808890773884535	63.808890773884535	63.808890773884535	63.29978838199298	63.29978838199298	63.29978838199298	63.29978838199298	63.29978838199298	42.372341698909395	42.372341698909395	57.36165146673317	57.36165146673317	57.36165146673317	57.36165146673317	57.36165146673317	53.10522163288566	53.10522163288566	53.10522163288566	53.10522163288566	53.10522163288566	20200629121700
53	63.431633049168425	63.431633049168425	63.431633049168425	63.431633049168425	63.431633049168425	63.673945814554145	63.673945814554145	63.673945814554145	63.673945814554145	63.673945814554145	42.22926607791572	42.22926607791572	57.70803841850512	57.70803841850512	57.70803841850512	57.70803841850512	57.70803841850512	53.626321663645236	53.626321663645236	53.626321663645236	53.626321663645236	53.626321663645236	20200629121800
54	62.80188470868268	62.80188470868268	62.80188470868268	62.80188470868268	62.80188470868268	63.2510637516322	63.2510637516322	63.2510637516322	63.2510637516322	63.2510637516322	42.05230836354242	42.05230836354242	57.170510410963715	57.170510410963715	57.170510410963715	57.170510410963715	57.170510410963715	52.815969133480884	52.815969133480884	52.815969133480884	52.815969133480884	52.815969133480884	20200629121900
55	62.84112670063903	62.84112670063903	62.84112670063903	62.84112670063903	62.84112670063903	63.4109727661664	63.4109727661664	63.4109727661664	63.4109727661664	63.4109727661664	42.0729412613823	42.0729412613823	57.633482364578654	57.633482364578654	57.633482364578654	57.633482364578654	57.633482364578654	53.124627364347475	53.124627364347475	53.124627364347475	53.124627364347475	53.124627364347475	20200629122000
56	53.297108588636206	53.297108588636206	53.297108588636206	53.297108588636206	53.297108588636206	61.127095533504466	61.127095533504466	61.127095533504466	61.127095533504466	61.127095533504466	42.03007323431674	42.03007323431674	51.8965217518949	51.8965217518949	51.8965217518949	51.8965217518949	51.8965217518949	56.73415699808741	56.73415699808741	56.73415699808741	56.73415699808741	56.73415699808741	20200629122300
57	53.346256848003556	53.346256848003556	53.346256848003556	53.346256848003556	53.346256848003556	61.17421748798153	61.17421748798153	61.17421748798153	61.17421748798153	61.17421748798153	42.52328672090489	42.52328672090489	51.77565215182869	51.77565215182869	51.77565215182869	51.77565215182869	51.77565215182869	56.637843285731755	56.637843285731755	56.637843285731755	56.637843285731755	56.637843285731755	20200629122400
58	59.60957447545238	59.60957447545238	59.60957447545238	59.60957447545238	59.60957447545238	62.79751932277463	62.79751932277463	62.79751932277463	62.79751932277463	62.79751932277463	41.86362561255153	41.86362561255153	55.5060318913013	55.5060318913013	55.5060318913013	55.5060318913013	55.5060318913013	54.544654267631024	54.544654267631024	54.544654267631024	54.544654267631024	54.544654267631024	20200629122700
59	62.77337877145711	62.77337877145711	62.77337877145711	62.77337877145711	62.77337877145711	63.17257354901805	63.17257354901805	63.17257354901805	63.17257354901805	63.17257354901805	40.88004018959956	40.88004018959956	57.25534262746377	57.25534262746377	57.25534262746377	57.25534262746377	57.25534262746377	54.544654267631024	54.544654267631024	54.544654267631024	54.544654267631024	54.544654267631024	20200629122800
60	63.58368210073657	63.58368210073657	63.58368210073657	63.58368210073657	63.58368210073657	64.11926457697336	64.11926457697336	64.11926457697336	64.11926457697336	64.11926457697336	42.41562157509652	42.41562157509652	57.596037385933066	57.596037385933066	57.596037385933066	57.596037385933066	57.596037385933066	53.39924657604632	53.39924657604632	53.39924657604632	53.39924657604632	53.39924657604632	20200629122900
61	63.29546570266508	63.29546570266508	63.29546570266508	63.29546570266508	63.29546570266508	64.16286963375971	64.16286963375971	64.16286963375971	64.16286963375971	64.16286963375971	42.110792770161545	42.110792770161545	56.7690851634194	56.7690851634194	56.7690851634194	56.7690851634194	56.7690851634194	53.241086482140254	53.241086482140254	53.241086482140254	53.241086482140254	53.241086482140254	20200629123000
62	63.194776703308136	63.194776703308136	63.194776703308136	63.194776703308136	63.194776703308136	63.55645985396848	63.55645985396848	63.55645985396848	63.55645985396848	63.55645985396848	41.946930921411685	41.946930921411685	57.004590366144406	57.004590366144406	57.004590366144406	57.004590366144406	57.004590366144406	52.747538110096286	52.747538110096286	52.747538110096286	52.747538110096286	52.747538110096286	20200629123100
63	54.98886337584708	54.98886337584708	54.98886337584708	54.98886337584708	54.98886337584708	62.947117850429976	62.947117850429976	62.947117850429976	62.947117850429976	62.947117850429976	42.620966847332966	42.620966847332966	60.443444305117396	60.443444305117396	60.443444305117396	60.443444305117396	60.443444305117396	48.15078337562772	48.15078337562772	48.15078337562772	48.15078337562772	48.15078337562772	20200629123400
64	54.66137794627574	54.66137794627574	54.66137794627574	54.66137794627574	54.66137794627574	62.8037627808592	62.8037627808592	62.8037627808592	62.8037627808592	62.8037627808592	42.53521893648965	42.53521893648965	60.589167314602356	60.589167314602356	60.589167314602356	60.589167314602356	60.589167314602356	48.042568188102074	48.042568188102074	48.042568188102074	48.042568188102074	48.042568188102074	20200629123500
65	62.94519295166524	62.94519295166524	62.94519295166524	62.94519295166524	62.94519295166524	62.89935401605	62.89935401605	62.89935401605	62.89935401605	62.89935401605	41.96762914374185	41.96762914374185	57.15281836028393	57.15281836028393	57.15281836028393	57.15281836028393	57.15281836028393	53.32318364842824	53.32318364842824	53.32318364842824	53.32318364842824	53.32318364842824	20200629123800
66	63.106211328236405	63.106211328236405	63.106211328236405	63.106211328236405	63.106211328236405	62.976758406639306	62.976758406639306	62.976758406639306	62.976758406639306	62.976758406639306	40.8486606149291	40.8486606149291	57.13884923267991	57.13884923267991	57.13884923267991	57.13884923267991	57.13884923267991	52.9337172311226	52.9337172311226	52.9337172311226	52.9337172311226	52.9337172311226	20200629123900
67	62.8591728579121	62.8591728579121	62.8591728579121	62.8591728579121	62.8591728579121	63.50759122502407	63.50759122502407	63.50759122502407	63.50759122502407	63.50759122502407	41.24522728751317	41.24522728751317	57.50972132923837	57.50972132923837	57.50972132923837	57.50972132923837	57.50972132923837	53.220184439113034	53.220184439113034	53.220184439113034	53.220184439113034	53.220184439113034	20200629124000
68	63.06700375552168	63.06700375552168	63.06700375552168	63.06700375552168	63.06700375552168	63.20040831132394	63.20040831132394	63.20040831132394	63.20040831132394	63.20040831132394	42.05161732429582	42.05161732429582	56.31339811803192	56.31339811803192	56.31339811803192	56.31339811803192	56.31339811803192	53.157546594834535	53.157546594834535	53.157546594834535	53.157546594834535	53.157546594834535	20200629124100
69	63.43399238325235	63.43399238325235	63.43399238325235	63.43399238325235	63.43399238325235	61.82917656858866	61.82917656858866	61.82917656858866	61.82917656858866	61.82917656858866	42.27126539351834	42.27126539351834	55.49594695595282	55.49594695595282	55.49594695595282	55.49594695595282	55.49594695595282	51.28568096825509	51.28568096825509	51.28568096825509	51.28568096825509	51.28568096825509	20200629124400
70	63.64115278538228	63.64115278538228	63.64115278538228	63.64115278538228	63.64115278538228	62.42981553756389	62.42981553756389	62.42981553756389	62.42981553756389	62.42981553756389	42.522114423417676	42.522114423417676	55.94289572424685	55.94289572424685	55.94289572424685	55.94289572424685	55.94289572424685	51.45677088232635	51.45677088232635	51.45677088232635	51.45677088232635	51.45677088232635	20200629124500
71	62.363904832156926	62.363904832156926	62.363904832156926	62.363904832156926	62.363904832156926	62.69680083446375	62.69680083446375	62.69680083446375	62.69680083446375	62.69680083446375	42.02395909120923	42.02395909120923	57.166565996141436	57.166565996141436	57.166565996141436	57.166565996141436	57.166565996141436	53.234231968891926	53.234231968891926	53.234231968891926	53.234231968891926	53.234231968891926	20200629124800
72	62.349429653136724	62.349429653136724	62.349429653136724	62.349429653136724	62.349429653136724	62.40784443029954	62.40784443029954	62.40784443029954	62.40784443029954	62.40784443029954	39.818015604623156	39.818015604623156	57.28403397630423	57.28403397630423	57.28403397630423	57.28403397630423	57.28403397630423	53.107377409163114	53.107377409163114	53.107377409163114	53.107377409163114	53.107377409163114	20200629124900
73	62.76931324110639	62.76931324110639	62.76931324110639	62.76931324110639	62.76931324110639	62.86518243590985	62.86518243590985	62.86518243590985	62.86518243590985	62.86518243590985	41.55304360851249	41.55304360851249	57.8508067251023	57.8508067251023	57.8508067251023	57.8508067251023	57.8508067251023	53.14071150214924	53.14071150214924	53.14071150214924	53.14071150214924	53.14071150214924	20200629125000
