	status	node	interface	original_sp	sp	timestamp
246	5.0	RR-01	GigabitEthernet3			20200629173300
247	5.0	RR-01	GigabitEthernet3			20200629173400
248	0.0					20200629173700
249	0.0					20200629173800
250	0.0					20200629173900
251	0.0					20200629174000
252	5.0	TR-01	GigabitEthernet2			20200629174300
253	5.0	TR-01	GigabitEthernet2			20200629174400
254	5.0	TR-01	GigabitEthernet2			20200629174500
255	0.0					20200629174800
256	0.0					20200629174900
257	0.0					20200629175000
258	0.0					20200629175100
259	5.0	TR-01	GigabitEthernet3			20200629175400
260	5.0	TR-01	GigabitEthernet3			20200629175500
261	0.0					20200629175800
262	0.0					20200629175900
263	0.0					20200629180000
264	0.0					20200629180100
265	5.0	TR-01	GigabitEthernet4			20200629180400
266	5.0	TR-01	GigabitEthernet4			20200629180500
267	5.0	TR-01	GigabitEthernet4			20200629180600
268	0.0					20200629180900
269	0.0					20200629181000
270	0.0					20200629181100
271	0.0					20200629181200
272	5.0	TR-01	GigabitEthernet6			20200629181500
273	5.0	TR-01	GigabitEthernet6			20200629181600
274	0.0					20200629181900
275	0.0					20200629182000
276	0.0					20200629182100
277	0.0					20200629182200
278	5.0	TR-01	GigabitEthernet5			20200629182500
279	5.0	TR-01	GigabitEthernet5			20200629182600
280	5.0	TR-01	GigabitEthernet5			20200629182700
281	0.0					20200629183000
282	0.0					20200629183100
283	0.0					20200629183200
284	0.0					20200629183300
285	5.0	TR-02	GigabitEthernet2			20200629183600
286	5.0	TR-02	GigabitEthernet2			20200629183700
287	0.0					20200629184000
288	0.0					20200629184100
289	0.0					20200629184200
290	0.0					20200629184300
291	5.0	TR-02	GigabitEthernet3			20200629184600
292	5.0	TR-02	GigabitEthernet3			20200629184700
293	5.0	TR-02	GigabitEthernet3			20200629184800
294	0.0					20200629185100
295	0.0					20200629185200
296	0.0					20200629185300
297	0.0					20200629185400
298	5.0	TR-02	GigabitEthernet4			20200629185700
299	5.0	TR-02	GigabitEthernet4			20200629185800
300	0.0					20200629190100
301	0.0					20200629190200
302	0.0					20200629190300
303	0.0					20200629190400
304	5.0	TR-02	GigabitEthernet6			20200629190700
305	5.0	TR-02	GigabitEthernet6			20200629190800
306	5.0	TR-02	GigabitEthernet6			20200629190900
307	0.0					20200629191200
308	0.0					20200629191300
309	0.0					20200629191400
310	0.0					20200629191500
311	5.0	TR-02	GigabitEthernet5			20200629191800
312	5.0	TR-02	GigabitEthernet5			20200629191900
313	0.0					20200629192200
314	0.0					20200629192300
315	0.0					20200629192400
316	0.0					20200629192500
317	5.0	IntGW-01	GigabitEthernet5			20200629192800
318	5.0	IntGW-01	GigabitEthernet5			20200629192900
319	5.0	IntGW-01	GigabitEthernet5			20200629193000
320	0.0					20200629193300
321	0.0					20200629193400
322	0.0					20200629193500
323	0.0					20200629193600
324	5.0	IntGW-01	GigabitEthernet6			20200629193900
325	5.0	IntGW-01	GigabitEthernet6			20200629194000
326	0.0					20200629194300
327	0.0					20200629194400
328	0.0					20200629194500
329	0.0					20200629194600
330	0.0					20200629194700
331	5.0	IntGW-01	GigabitEthernet7			20200629195000
332	5.0	IntGW-01	GigabitEthernet7			20200629195100
333	0.0					20200629195400
334	0.0					20200629195500
335	0.0					20200629195600
336	0.0					20200629195700
337	5.0	IntGW-01	GigabitEthernet2			20200629200000
338	5.0	IntGW-01	GigabitEthernet2			20200629200100
339	0.0					20200629200400
340	0.0					20200629200500
341	0.0					20200629200600
342	0.0					20200629200700
343	0.0					20200629200800
344	5.0	IntGW-01	GigabitEthernet3			20200629201100
345	5.0	IntGW-01	GigabitEthernet3			20200629201200
346	0.0					20200629201500
347	0.0					20200629201600
348	0.0					20200629201700
349	0.0					20200629201800
350	5.0	IntGW-02	GigabitEthernet5			20200629202100
351	5.0	IntGW-02	GigabitEthernet5			20200629202200
352	0.0					20200629202500
353	0.0					20200629202600
354	0.0					20200629202700
355	0.0					20200629202800
356	0.0					20200629202900
357	5.0	IntGW-02	GigabitEthernet6			20200629203200
358	5.0	IntGW-02	GigabitEthernet6			20200629203300
359	0.0					20200629203600
360	0.0					20200629203700
361	0.0					20200629203800
362	0.0					20200629203900
363	5.0	IntGW-02	GigabitEthernet7			20200629204200
364	5.0	IntGW-02	GigabitEthernet7			20200629204300
365	0.0					20200629204600
366	0.0					20200629204700
367	0.0					20200629204800
368	0.0					20200629204900
369	0.0					20200629205000
370	5.0	IntGW-02	GigabitEthernet2			20200629205300
371	5.0	IntGW-02	GigabitEthernet2			20200629205400
372	0.0					20200629205700
373	0.0					20200629205800
374	0.0					20200629205900
375	0.0					20200629210000
376	5.0	IntGW-02	GigabitEthernet3			20200629210300
377	5.0	IntGW-02	GigabitEthernet3			20200629210400
378	0.0					20200629210700
379	0.0					20200629210800
380	0.0					20200629210900
381	0.0					20200629211000
382	0.0					20200629211100
383	5.0	RR-01	GigabitEthernet2			20200629211400
384	5.0	RR-01	GigabitEthernet2			20200629211500
385	0.0					20200629211800
386	0.0					20200629211900
387	0.0					20200629212000
388	0.0					20200629212100
389	5.0	RR-01	GigabitEthernet3			20200629212400
390	5.0	RR-01	GigabitEthernet3			20200629212500
391	0.0					20200629212800
392	0.0					20200629212900
393	0.0					20200629213000
394	0.0					20200629213100
395	0.0					20200629213200
396	5.0	TR-01	GigabitEthernet2			20200629213500
397	5.0	TR-01	GigabitEthernet2			20200629213600
398	0.0					20200629213900
399	0.0					20200629214000
400	0.0					20200629214100
401	0.0					20200629214200
402	5.0	TR-01	GigabitEthernet3			20200629214500
403	5.0	TR-01	GigabitEthernet3			20200629214600
404	0.0					20200629214900
405	0.0					20200629215000
406	0.0					20200629215100
407	0.0					20200629215200
408	0.0					20200629215300
409	5.0	TR-01	GigabitEthernet4			20200629215600
410	5.0	TR-01	GigabitEthernet4			20200629215700
411	0.0					20200629220000
412	0.0					20200629220100
413	0.0					20200629220200
414	0.0					20200629220300
415	5.0	TR-01	GigabitEthernet6			20200629220600
416	5.0	TR-01	GigabitEthernet6			20200629220700
417	0.0					20200629221000
418	0.0					20200629221100
419	0.0					20200629221200
420	0.0					20200629221300
421	0.0					20200629221400
422	5.0	TR-01	GigabitEthernet5			20200629221700
423	5.0	TR-01	GigabitEthernet5			20200629221800
424	0.0					20200629222100
425	0.0					20200629222200
426	0.0					20200629222300
427	0.0					20200629222400
428	5.0	TR-02	GigabitEthernet2			20200629222700
429	5.0	TR-02	GigabitEthernet2			20200629222800
430	0.0					20200629223100
431	0.0					20200629223200
432	0.0					20200629223300
433	0.0					20200629223400
434	0.0					20200629223500
435	5.0	TR-02	GigabitEthernet3			20200629223800
436	5.0	TR-02	GigabitEthernet3			20200629223900
437	0.0					20200629224200
438	0.0					20200629224300
439	0.0					20200629224400
440	0.0					20200629224500
441	5.0	TR-02	GigabitEthernet4			20200629224800
442	5.0	TR-02	GigabitEthernet4			20200629224900
443	0.0					20200629225200
444	0.0					20200629225300
445	0.0					20200629225400
446	0.0					20200629225500
447	0.0					20200629225600
448	5.0	TR-02	GigabitEthernet6			20200629225900
449	5.0	TR-02	GigabitEthernet6			20200629230000
450	0.0					20200629230300
451	0.0					20200629230400
452	0.0					20200629230500
453	0.0					20200629230600
454	5.0	TR-02	GigabitEthernet5			20200629230900
455	5.0	TR-02	GigabitEthernet5			20200629231000
456	0.0					20200629231300
457	0.0					20200629231400
458	0.0					20200629231500
459	0.0					20200629231600
460	0.0					20200629231700
461	5.0	IntGW-01	GigabitEthernet5			20200629232000
462	5.0	IntGW-01	GigabitEthernet5			20200629232100
463	0.0					20200629232400
464	0.0					20200629232500
465	0.0					20200629232600
466	0.0					20200629232700
467	5.0	IntGW-01	GigabitEthernet6			20200629233000
468	5.0	IntGW-01	GigabitEthernet6			20200629233100
469	0.0					20200629233400
470	0.0					20200629233500
471	0.0					20200629233600
472	0.0					20200629233700
473	0.0					20200629233800
474	5.0	IntGW-01	GigabitEthernet7			20200629234100
475	5.0	IntGW-01	GigabitEthernet7			20200629234200
476	0.0					20200629234500
477	0.0					20200629234600
478	0.0					20200629234700
479	0.0					20200629234800
480	5.0	IntGW-01	GigabitEthernet2			20200629235100
481	5.0	IntGW-01	GigabitEthernet2			20200629235200
482	0.0					20200629235500
483	0.0					20200629235600
484	0.0					20200629235700
485	0.0					20200629235800
486	0.0					20200629235900
487	5.0	IntGW-01	GigabitEthernet3			20200630000200
488	5.0	IntGW-01	GigabitEthernet3			20200630000300
489	0.0					20200630000600
490	0.0					20200630001100
491	0.0					20200630001200
492	0.0					20200630001300
493	0.0					20200630001400
494	0.0					20200630001500
495	0.0					20200630001600
496	0.0					20200630001700
497	0.0					20200630001800
498	0.0					20200630001900
499	5.0	IntGW-02	GigabitEthernet6			20200630002200
500	5.0	IntGW-02	GigabitEthernet6			20200630002300
501	5.0	IntGW-02	GigabitEthernet6			20200630002400
502	0.0					20200630002700
503	0.0					20200630002800
504	0.0					20200630002900
505	0.0					20200630003000
506	5.0	IntGW-02	GigabitEthernet7			20200630003300
507	5.0	IntGW-02	GigabitEthernet7			20200630003400
508	0.0					20200630003700
509	0.0					20200630003800
510	0.0					20200630003900
511	0.0					20200630004000
512	5.0	IntGW-02	GigabitEthernet2			20200630004300
513	5.0	IntGW-02	GigabitEthernet2			20200630004400
514	5.0	IntGW-02	GigabitEthernet2			20200630004500
515	0.0					20200630004800
516	0.0					20200630004900
517	0.0					20200630005000
518	0.0					20200630005100
519	5.0	IntGW-02	GigabitEthernet3			20200630005400
520	5.0	IntGW-02	GigabitEthernet3			20200630005500
521	0.0					20200630005800
522	0.0					20200630005900
523	0.0					20200630010000
524	0.0					20200630010100
525	5.0	RR-01	GigabitEthernet2			20200630010400
526	5.0	RR-01	GigabitEthernet2			20200630010500
527	5.0	RR-01	GigabitEthernet2			20200630010600
528	0.0					20200630010900
529	0.0					20200630011000
530	0.0					20200630011100
531	0.0					20200630011200
532	5.0	RR-01	GigabitEthernet3			20200630011500
533	5.0	RR-01	GigabitEthernet3			20200630011600
534	0.0					20200630011900
535	0.0					20200630012000
536	0.0					20200630012100
537	0.0					20200630012200
538	5.0	TR-01	GigabitEthernet2			20200630012500
539	5.0	TR-01	GigabitEthernet2			20200630012600
540	5.0	TR-01	GigabitEthernet2			20200630012700
541	0.0					20200630013000
542	0.0					20200630013100
543	0.0					20200630013200
544	0.0					20200630013300
545	5.0	TR-01	GigabitEthernet3			20200630013600
546	5.0	TR-01	GigabitEthernet3			20200630013700
547	0.0					20200630014000
548	0.0					20200630014100
549	0.0					20200630014200
550	0.0					20200630014300
551	5.0	TR-01	GigabitEthernet4			20200630014600
552	5.0	TR-01	GigabitEthernet4			20200630014700
553	5.0	TR-01	GigabitEthernet4			20200630014800
554	0.0					20200630015100
555	0.0					20200630015200
556	0.0					20200630015300
557	0.0					20200630015400
558	5.0	TR-01	GigabitEthernet6			20200630015700
559	5.0	TR-01	GigabitEthernet6			20200630015800
560	0.0					20200630020100
561	0.0					20200630020200
562	0.0					20200630020300
563	0.0					20200630020400
564	5.0	TR-01	GigabitEthernet5			20200630020700
565	5.0	TR-01	GigabitEthernet5			20200630020800
566	5.0	TR-01	GigabitEthernet5			20200630020900
567	0.0					20200630021200
568	0.0					20200630021300
569	0.0					20200630021400
570	0.0					20200630021500
571	5.0	TR-02	GigabitEthernet2			20200630021800
572	5.0	TR-02	GigabitEthernet2			20200630021900
573	0.0					20200630022200
574	0.0					20200630022300
575	0.0					20200630022400
576	0.0					20200630022500
577	5.0	TR-02	GigabitEthernet3			20200630022800
578	5.0	TR-02	GigabitEthernet3			20200630022900
579	5.0	TR-02	GigabitEthernet3			20200630023000
580	0.0					20200630023300
581	0.0					20200630023400
582	0.0					20200630023500
583	0.0					20200630023600
584	5.0	TR-02	GigabitEthernet4			20200630023900
585	5.0	TR-02	GigabitEthernet4			20200630024000
586	0.0					20200630024300
587	0.0					20200630024400
588	0.0					20200630024500
589	0.0					20200630024600
590	5.0	TR-02	GigabitEthernet6			20200630024900
591	5.0	TR-02	GigabitEthernet6			20200630025000
592	5.0	TR-02	GigabitEthernet6			20200630025100
593	0.0					20200630025400
594	0.0					20200630025500
595	0.0					20200630025600
596	0.0					20200630025700
597	5.0	TR-02	GigabitEthernet5			20200630030000
598	5.0	TR-02	GigabitEthernet5			20200630030100
599	0.0					20200630030400
600	0.0					20200630030500
601	0.0					20200630030600
602	0.0					20200630030700
603	6.0	IntGW-01	GigabitEthernet5			20200630031000
604	6.0	IntGW-01	GigabitEthernet5			20200630031100
605	6.0	IntGW-01	GigabitEthernet5			20200630031200
606	0.0					20200630031500
607	0.0					20200630031600
608	0.0					20200630031700
609	0.0					20200630031800
610	6.0	IntGW-01	GigabitEthernet6			20200630032100
611	6.0	IntGW-01	GigabitEthernet6			20200630032200
612	0.0					20200630032500
613	0.0					20200630032600
614	0.0					20200630032700
615	0.0					20200630032800
616	6.0	IntGW-01	GigabitEthernet7			20200630033100
617	6.0	IntGW-01	GigabitEthernet7			20200630033200
618	6.0	IntGW-01	GigabitEthernet7			20200630033300
619	0.0					20200630033600
620	0.0					20200630033700
621	0.0					20200630033800
622	0.0					20200630033900
623	6.0	IntGW-01	GigabitEthernet2			20200630034200
624	6.0	IntGW-01	GigabitEthernet2			20200630034300
625	0.0					20200630034600
626	0.0					20200630034700
627	0.0					20200630034800
628	0.0					20200630034900
629	6.0	IntGW-01	GigabitEthernet3			20200630035200
630	6.0	IntGW-01	GigabitEthernet3			20200630035300
631	6.0	IntGW-01	GigabitEthernet3			20200630035400
632	0.0					20200630035700
633	0.0					20200630035800
634	0.0					20200630035900
635	0.0					20200630040000
636	6.0	IntGW-02	GigabitEthernet5			20200630040300
637	6.0	IntGW-02	GigabitEthernet5			20200630040400
638	0.0					20200630040700
639	0.0					20200630040800
640	0.0					20200630040900
641	0.0					20200630041000
642	6.0	IntGW-02	GigabitEthernet6			20200630041300
643	6.0	IntGW-02	GigabitEthernet6			20200630041400
644	6.0	IntGW-02	GigabitEthernet6			20200630041500
645	0.0					20200630041800
646	0.0					20200630041900
647	0.0					20200630042000
648	0.0					20200630042100
649	6.0	IntGW-02	GigabitEthernet7			20200630042400
650	6.0	IntGW-02	GigabitEthernet7			20200630042500
651	0.0					20200630042800
652	0.0					20200630042900
653	0.0					20200630043000
654	0.0					20200630043100
655	6.0	IntGW-02	GigabitEthernet2			20200630043400
656	6.0	IntGW-02	GigabitEthernet2			20200630043500
657	6.0	IntGW-02	GigabitEthernet2			20200630043600
658	0.0					20200630043900
659	0.0					20200630044000
660	0.0					20200630044100
661	0.0					20200630044200
662	6.0	IntGW-02	GigabitEthernet3			20200630044500
663	6.0	IntGW-02	GigabitEthernet3			20200630044600
664	0.0					20200630044900
665	0.0					20200630045000
666	0.0					20200630045100
667	0.0					20200630045200
668	6.0	RR-01	GigabitEthernet2			20200630045500
669	6.0	RR-01	GigabitEthernet2			20200630045600
670	0.0					20200630045900
671	0.0					20200630050000
672	0.0					20200630050100
673	0.0					20200630050200
674	0.0					20200630050300
675	6.0	RR-01	GigabitEthernet3			20200630050600
676	6.0	RR-01	GigabitEthernet3			20200630050700
677	0.0					20200630051000
678	0.0					20200630051100
679	0.0					20200630051200
680	0.0					20200630051300
681	6.0	TR-01	GigabitEthernet2			20200630051600
682	6.0	TR-01	GigabitEthernet2			20200630051700
683	0.0					20200630052000
684	0.0					20200630052100
685	0.0					20200630052200
686	0.0					20200630052300
687	0.0					20200630052400
688	6.0	TR-01	GigabitEthernet3			20200630052700
689	6.0	TR-01	GigabitEthernet3			20200630052800
690	0.0					20200630053100
691	0.0					20200630053200
692	0.0					20200630053300
693	0.0					20200630053400
694	6.0	TR-01	GigabitEthernet4			20200630053700
695	6.0	TR-01	GigabitEthernet4			20200630053800
696	0.0					20200630054100
697	0.0					20200630054200
698	0.0					20200630054300
699	0.0					20200630054400
700	0.0					20200630054500
701	6.0	TR-01	GigabitEthernet6			20200630054800
702	6.0	TR-01	GigabitEthernet6			20200630054900
703	0.0					20200630055200
704	0.0					20200630055300
705	0.0					20200630055400
706	0.0					20200630055500
707	6.0	TR-01	GigabitEthernet5			20200630055800
708	6.0	TR-01	GigabitEthernet5			20200630055900
709	0.0					20200630060200
710	0.0					20200630060300
711	0.0					20200630060400
712	0.0					20200630060500
713	0.0					20200630060600
714	6.0	TR-02	GigabitEthernet2			20200630060900
715	6.0	TR-02	GigabitEthernet2			20200630061000
716	0.0					20200630061300
717	0.0					20200630061400
718	0.0					20200630061500
719	0.0					20200630061600
720	6.0	TR-02	GigabitEthernet3			20200630061900
721	6.0	TR-02	GigabitEthernet3			20200630062000
722	0.0					20200630062300
723	0.0					20200630062400
724	0.0					20200630062500
725	0.0					20200630062600
726	0.0					20200630062700
727	6.0	TR-02	GigabitEthernet4			20200630063000
728	6.0	TR-02	GigabitEthernet4			20200630063100
729	0.0					20200630063400
730	0.0					20200630063500
731	0.0					20200630063600
732	0.0					20200630063700
733	6.0	TR-02	GigabitEthernet6			20200630064000
734	6.0	TR-02	GigabitEthernet6			20200630064100
735	0.0					20200630064400
736	0.0					20200630064500
737	0.0					20200630064600
738	0.0					20200630064700
739	0.0					20200630064800
740	6.0	TR-02	GigabitEthernet5			20200630065100
741	6.0	TR-02	GigabitEthernet5			20200630065200
742	0.0					20200630065500
743	0.0					20200630065600
744	0.0					20200630065700
745	0.0					20200630065800
746	6.0	IntGW-01	GigabitEthernet5			20200630070100
747	6.0	IntGW-01	GigabitEthernet5			20200630070200
748	0.0					20200630070500
749	0.0					20200630070600
750	0.0					20200630070700
751	0.0					20200630070800
752	0.0					20200630070900
753	6.0	IntGW-01	GigabitEthernet6			20200630071200
754	6.0	IntGW-01	GigabitEthernet6			20200630071300
755	0.0					20200630071600
756	0.0					20200630071700
757	0.0					20200630071800
758	0.0					20200630071900
759	6.0	IntGW-01	GigabitEthernet7			20200630072200
760	6.0	IntGW-01	GigabitEthernet7			20200630072300
761	0.0					20200630072600
762	0.0					20200630072700
763	0.0					20200630072800
764	0.0					20200630072900
765	0.0					20200630073000
766	6.0	IntGW-01	GigabitEthernet2			20200630073300
767	6.0	IntGW-01	GigabitEthernet2			20200630073400
768	0.0					20200630073700
769	0.0					20200630073800
770	0.0					20200630073900
771	0.0					20200630074000
772	6.0	IntGW-01	GigabitEthernet3			20200630074300
773	6.0	IntGW-01	GigabitEthernet3			20200630074400
774	0.0					20200630074700
775	0.0					20200630074800
776	0.0					20200630074900
777	0.0					20200630075000
778	0.0					20200630075100
779	6.0	IntGW-02	GigabitEthernet5			20200630075400
780	6.0	IntGW-02	GigabitEthernet5			20200630075500
781	0.0					20200630075800
782	0.0					20200630075900
783	0.0					20200630080000
784	0.0					20200630080100
785	6.0	IntGW-02	GigabitEthernet6			20200630080400
786	6.0	IntGW-02	GigabitEthernet6			20200630080500
787	0.0					20200630080800
788	0.0					20200630080900
789	0.0					20200630081000
790	0.0					20200630081100
791	0.0					20200630081200
792	6.0	IntGW-02	GigabitEthernet7			20200630081500
793	6.0	IntGW-02	GigabitEthernet7			20200630081600
794	0.0					20200630081900
795	0.0					20200630082000
796	0.0					20200630082100
797	0.0					20200630082200
798	6.0	IntGW-02	GigabitEthernet2			20200630082500
799	6.0	IntGW-02	GigabitEthernet2			20200630082600
800	0.0					20200630082900
801	0.0					20200630083000
802	0.0					20200630083100
803	0.0					20200630083200
804	0.0					20200630083300
